"date","location","location_name","season","horizon","weekly_rate","value","rate_diff","category","numeric_category"
2023-08-12,"17","Illinois","2022-2023",1,0.102592682821542,13,0.0473504689945578,"stable","0"
2023-08-12,"18","Indiana","2022-2023",1,0.0881577023751889,6,0.0293859007917296,"stable","0"
2023-08-12,"20","Kansas","2022-2023",1,0.0681528067711177,2,0,"stable","0"
2023-08-12,"21","Kentucky","2022-2023",1,0.133055572433901,6,-0.0887037149559342,"stable","0"
2023-08-12,"22","Louisiana","2022-2023",1,0.129756466575707,6,-0.0865043110504716,"stable","0"
2023-08-12,"25","Massachusetts","2022-2023",1,0.143169600283361,10,0.100218720198353,"stable","0"
2023-08-12,"24","Maryland","2022-2023",1,0.0811013038007802,5,-0.113541825321092,"stable","0"
2023-08-12,"23","Maine","2022-2023",1,0,0,-0.21861953423837,"stable","0"
2023-08-12,"26","Michigan","2022-2023",1,0.119393350447044,12,0.0696461210941087,"stable","0"
2023-08-12,"27","Minnesota","2022-2023",1,0,0,-0.0700845745603507,"stable","0"
2023-08-12,"29","Missouri","2022-2023",1,0.178334411716117,11,0.0162122192469197,"stable","0"
2023-08-12,"28","Mississippi","2022-2023",1,0.881366389092752,26,0.338987072727982,"stable","0"
2023-08-12,"30","Montana","2022-2023",1,0,0,0,"stable","0"
2023-08-12,"37","North Carolina","2022-2023",1,0.0947762909905089,10,0.00947762909905089,"stable","0"
2023-08-12,"38","North Dakota","2022-2023",1,0.129040916293738,1,0,"stable","0"
2023-08-12,"31","Nebraska","2022-2023",1,0.0509244830655724,1,0,"stable","0"
2023-08-12,"33","New Hampshire","2022-2023",1,0.0719946551168041,1,0,"stable","0"
2023-08-12,"34","New Jersey","2022-2023",1,0.0539541368255328,5,-0.0323724820953197,"stable","0"
2023-08-12,"35","New Mexico","2022-2023",1,0.0472617264614153,1,0,"stable","0"
2023-08-12,"32","Nevada","2022-2023",1,0.190840240954888,6,0.127226827303259,"stable","0"
2023-08-12,"36","New York","2022-2023",1,0.115951305089914,23,0.0100827221817317,"stable","0"
2023-08-12,"39","Ohio","2022-2023",1,0.0764005688616578,9,-0.00848895209573976,"stable","0"
2023-08-12,"40","Oklahoma","2022-2023",1,0.275921647282335,11,-0.0752513583497277,"stable","0"
2023-08-12,"41","Oregon","2022-2023",1,0.117753591190147,5,0.0706521547140884,"stable","0"
2023-08-12,"42","Pennsylvania","2022-2023",1,0.285404506120615,37,-0.0231409059016715,"stable","0"
2023-08-12,"72","Puerto Rico","2022-2023",1,1.25628756606234,41,0,"stable","0"
2023-08-12,"44","Rhode Island","2022-2023",1,0,0,0,"stable","0"
2023-08-12,"45","South Carolina","2022-2023",1,0.154121646288895,8,-0.154121646288895,"stable","0"
2023-08-12,"46","South Dakota","2022-2023",1,0,0,0,"stable","0"
2023-08-12,"47","Tennessee","2022-2023",1,0.387084676063171,27,0.157701164322033,"stable","0"
2023-08-12,"48","Texas","2022-2023",1,0.399621497482672,118,0.121918422960815,"stable","0"
2023-08-12,"US","US","2022-2023",1,0.213622585746532,709,0.0186806774559732,"stable","0"
2023-08-12,"49","Utah","2022-2023",1,0.0299582830907961,1,0.0299582830907961,"stable","0"
2023-08-12,"51","Virginia","2022-2023",1,0.370272916595794,32,0.150423372367041,"stable","0"
2023-08-12,"50","Vermont","2022-2023",1,0,0,0,"stable","0"
2023-08-12,"53","Washington","2022-2023",1,0.232597446700295,18,-0.0258441607444773,"stable","0"
2023-08-12,"55","Wisconsin","2022-2023",1,0.0848045797186795,5,0.0508827478312077,"stable","0"
2023-08-12,"54","West Virginia","2022-2023",1,0.0560865392866577,1,-0.0560865392866577,"stable","0"
2023-08-12,"56","Wyoming","2022-2023",1,0.172770355371344,1,-0.172770355371344,"stable","0"
2023-08-19,"02","Alaska","2022-2023",1,0.272973072571256,2,0,"stable","0"
2023-08-19,"01","Alabama","2022-2023",1,0.198417540745538,10,-0.0396835081491076,"stable","0"
2023-08-19,"05","Arkansas","2022-2023",1,0.264384936536048,8,-0.0991443512010182,"stable","0"
2023-08-19,"04","Arizona","2022-2023",1,0.137432184088761,10,-0.0412296552266284,"stable","0"
2023-08-19,"06","California","2022-2023",1,0.0688111342327849,27,-0.0535197710699438,"stable","0"
2023-08-19,"08","Colorado","2022-2023",1,0.0172055768780446,1,-0.0344111537560893,"stable","0"
2023-08-19,"09","Connecticut","2022-2023",1,0.110938632354087,4,0,"stable","0"
2023-08-19,"11","District of Columbia","2022-2023",1,0.149242593836281,1,0.149242593836281,"stable","0"
2023-08-19,"10","Delaware","2022-2023",1,0,0,0,"stable","0"
2023-08-19,"12","Florida","2022-2023",1,0.74835426337883,163,0.151507304855837,"stable","0"
2023-08-19,"13","Georgia","2022-2023",1,0.203711889903724,22,0,"stable","0"
2023-08-19,"15","Hawaii","2022-2023",1,0.277478524896414,4,-0.0693696312241034,"stable","0"
2023-08-19,"19","Iowa","2022-2023",1,0.0939532031622143,3,0.0626354687748095,"stable","0"
2023-08-19,"16","Idaho","2022-2023",1,0.157818070484707,3,0,"stable","0"
2023-08-19,"17","Illinois","2022-2023",1,0.078917448324263,10,-0.0157834896648526,"stable","0"
2023-08-19,"18","Indiana","2022-2023",1,0.0881577023751889,6,-0.0587718015834593,"stable","0"
2023-08-19,"20","Kansas","2022-2023",1,0.0340764033855588,1,0,"stable","0"
2023-08-19,"21","Kentucky","2022-2023",1,0.266111144867803,12,0.110879643694918,"stable","0"
2023-08-19,"22","Louisiana","2022-2023",1,0.259512933151415,12,0,"stable","0"
2023-08-19,"25","Massachusetts","2022-2023",1,0.0715848001416806,5,-0.0286339200566723,"stable","0"
2023-08-19,"24","Maryland","2022-2023",1,0.0811013038007802,5,-0.016220260760156,"stable","0"
2023-08-19,"23","Maine","2022-2023",1,0.145746356158913,2,0,"stable","0"
2023-08-19,"26","Michigan","2022-2023",1,0.159191133929391,16,0.119393350447044,"stable","0"
2023-08-19,"27","Minnesota","2022-2023",1,0,0,-0.0175211436400877,"stable","0"
2023-08-19,"29","Missouri","2022-2023",1,0.145909973222277,9,0.0810610962345986,"stable","0"
2023-08-19,"28","Mississippi","2022-2023",1,1.28815087636633,38,0.91526509636555,"stable","0"
2023-08-19,"30","Montana","2022-2023",1,0,0,0,"stable","0"
2023-08-19,"37","North Carolina","2022-2023",1,0.132686807386712,14,0.0473881454952545,"stable","0"
2023-08-19,"38","North Dakota","2022-2023",1,0,0,0,"stable","0"
2023-08-19,"31","Nebraska","2022-2023",1,0.0509244830655724,1,0,"stable","0"
2023-08-19,"33","New Hampshire","2022-2023",1,0,0,-0.0719946551168041,"stable","0"
2023-08-19,"34","New Jersey","2022-2023",1,0.129489928381279,12,-0.0431633094604262,"stable","0"
2023-08-19,"35","New Mexico","2022-2023",1,0.0945234529228306,2,0.0472617264614153,"stable","0"
2023-08-19,"32","Nevada","2022-2023",1,0.0954201204774441,3,-0.0954201204774441,"stable","0"
2023-08-19,"36","New York","2022-2023",1,0.0756204163629877,15,-0.0756204163629877,"stable","0"
2023-08-19,"39","Ohio","2022-2023",1,0.0764005688616578,9,0,"stable","0"
2023-08-19,"40","Oklahoma","2022-2023",1,0.526759508448094,21,0.376256791748638,"stable","0"
2023-08-19,"41","Oregon","2022-2023",1,0.0235507182380295,1,-0.0706521547140884,"stable","0"
2023-08-19,"42","Pennsylvania","2022-2023",1,0.339399953224516,44,-0.0231409059016715,"stable","0"
2023-08-19,"72","Puerto Rico","2022-2023",1,0.919234804435859,30,-0.030641160147862,"stable","0"
2023-08-19,"44","Rhode Island","2022-2023",1,0,0,0,"stable","0"
2023-08-19,"45","South Carolina","2022-2023",1,0.288978086791679,15,-0.0385304115722238,"stable","0"
2023-08-19,"46","South Dakota","2022-2023",1,0.223369846857633,2,0.223369846857633,"stable","0"
2023-08-19,"47","Tennessee","2022-2023",1,0.315402328644065,22,-0.0430094084514634,"stable","0"
2023-08-19,"48","Texas","2022-2023",1,0.426714480362854,126,0.111758554380747,"stable","0"
2023-08-19,"US","US","2022-2023",1,0.230194154457476,764,0.0253093049403507,"stable","0"
2023-08-19,"49","Utah","2022-2023",1,0,0,-0.0299582830907961,"stable","0"
2023-08-19,"51","Virginia","2022-2023",1,0.451270117101124,39,0.0809972005053299,"stable","0"
2023-08-19,"50","Vermont","2022-2023",1,0,0,0,"stable","0"
2023-08-19,"53","Washington","2022-2023",1,0.310129928933727,24,0.0775324822334317,"stable","0"
2023-08-19,"55","Wisconsin","2022-2023",1,0.0339218318874718,2,0.0169609159437359,"stable","0"
2023-08-19,"54","West Virginia","2022-2023",1,0.448692314293262,8,0.392605775006604,"stable","0"
2023-08-19,"56","Wyoming","2022-2023",1,0,0,0,"stable","0"
2023-08-26,"02","Alaska","2022-2023",1,0,0,-0.136486536285628,"stable","0"
2023-08-26,"01","Alabama","2022-2023",1,0.238101048894646,12,0.0793670162982152,"stable","0"
2023-08-26,"05","Arkansas","2022-2023",1,0.264384936536048,8,-0.0660962341340121,"stable","0"
2023-08-26,"04","Arizona","2022-2023",1,0.17866183931539,13,0.096202528862133,"stable","0"
2023-08-26,"06","California","2022-2023",1,0.0764568158142055,30,-0.00764568158142055,"stable","0"
2023-08-26,"08","Colorado","2022-2023",1,0.0688223075121785,4,0.0516167306341339,"stable","0"
2023-08-26,"09","Connecticut","2022-2023",1,0.30508123897374,11,0.110938632354087,"stable","0"
2023-08-26,"11","District of Columbia","2022-2023",1,0.298485187672562,2,0.149242593836281,"stable","0"
2023-08-26,"10","Delaware","2022-2023",1,0,0,-0.0996627412834966,"stable","0"
2023-08-26,"12","Florida","2022-2023",1,0.697851828426884,152,0.00918226090035379,"stable","0"
2023-08-26,"13","Georgia","2022-2023",1,0.250010046700025,27,0.0277788940777805,"stable","0"
2023-08-26,"15","Hawaii","2022-2023",1,0.416217787344621,6,0,"stable","0"
2023-08-26,"19","Iowa","2022-2023",1,0.0626354687748095,2,0.0626354687748095,"stable","0"
2023-08-26,"16","Idaho","2022-2023",1,0,0,-0.105212046989804,"stable","0"
2023-08-26,"17","Illinois","2022-2023",1,0.0868091931566893,11,-0.0157834896648526,"stable","0"
2023-08-26,"18","Indiana","2022-2023",1,0.132236553562783,9,0.0440788511875945,"stable","0"
2023-08-26,"20","Kansas","2022-2023",1,0.102229210156676,3,0.0340764033855588,"stable","0"
2023-08-26,"21","Kentucky","2022-2023",1,0.155231501172885,7,0.0221759287389836,"stable","0"
2023-08-26,"22","Louisiana","2022-2023",1,0.237886855388797,11,0.108130388813089,"stable","0"
2023-08-26,"25","Massachusetts","2022-2023",1,0.171803520340034,12,0.0286339200566723,"stable","0"
2023-08-26,"24","Maryland","2022-2023",1,0.0648810430406241,4,-0.016220260760156,"stable","0"
2023-08-26,"23","Maine","2022-2023",1,0,0,0,"stable","0"
2023-08-26,"26","Michigan","2022-2023",1,0.109443904576457,11,-0.00994944587058695,"stable","0"
2023-08-26,"27","Minnesota","2022-2023",1,0.052563430920263,3,0.052563430920263,"stable","0"
2023-08-26,"29","Missouri","2022-2023",1,0.113485534728438,7,-0.0648488769876789,"stable","0"
2023-08-26,"28","Mississippi","2022-2023",1,1.45764441273032,43,0.576278023637569,"stable","0"
2023-08-26,"30","Montana","2022-2023",1,0,0,0,"stable","0"
2023-08-26,"37","North Carolina","2022-2023",1,0.085298661891458,9,-0.00947762909905089,"stable","0"
2023-08-26,"38","North Dakota","2022-2023",1,0.129040916293738,1,0,"stable","0"
2023-08-26,"31","Nebraska","2022-2023",1,0.20369793226229,4,0.152773449196717,"stable","0"
2023-08-26,"33","New Hampshire","2022-2023",1,0,0,-0.0719946551168041,"stable","0"
2023-08-26,"34","New Jersey","2022-2023",1,0.161862410476598,15,0.107908273651066,"stable","0"
2023-08-26,"35","New Mexico","2022-2023",1,0.0472617264614153,1,0,"stable","0"
2023-08-26,"32","Nevada","2022-2023",1,0.127226827303259,4,-0.0636134136516294,"stable","0"
2023-08-26,"36","New York","2022-2023",1,0.0957858607264511,19,-0.0201654443634634,"stable","0"
2023-08-26,"39","Ohio","2022-2023",1,0.144312185627576,17,0.0679116167659181,"stable","0"
2023-08-26,"40","Oklahoma","2022-2023",1,0.376256791748638,15,0.100335144466304,"stable","0"
2023-08-26,"41","Oregon","2022-2023",1,0.0942028729521179,4,-0.0235507182380295,"stable","0"
2023-08-26,"42","Pennsylvania","2022-2023",1,0.331686317923958,43,0.046281811803343,"stable","0"
2023-08-26,"72","Puerto Rico","2022-2023",1,1.65462264798455,54,0.398335081922206,"stable","0"
2023-08-26,"44","Rhode Island","2022-2023",1,0,0,0,"stable","0"
2023-08-26,"45","South Carolina","2022-2023",1,0.346773704150014,18,0.192652057861119,"stable","0"
2023-08-26,"46","South Dakota","2022-2023",1,0,0,0,"stable","0"
2023-08-26,"47","Tennessee","2022-2023",1,0.387084676063171,27,0,"stable","0"
2023-08-26,"48","Texas","2022-2023",1,0.372528514602491,110,-0.0270929828801812,"stable","0"
2023-08-26,"US","US","2022-2023",1,0.236822781941853,786,0.0232001961953215,"stable","0"
2023-08-26,"49","Utah","2022-2023",1,0,0,-0.0299582830907961,"stable","0"
2023-08-26,"51","Virginia","2022-2023",1,0.335559830664938,29,-0.0347130859308557,"stable","0"
2023-08-26,"50","Vermont","2022-2023",1,0,0,0,"stable","0"
2023-08-26,"53","Washington","2022-2023",1,0.323052009305965,25,0.0904545626056703,"stable","0"
2023-08-26,"55","Wisconsin","2022-2023",1,0.0169609159437359,1,-0.0678436637749436,"stable","0"
2023-08-26,"54","West Virginia","2022-2023",1,0.112173078573315,2,0.0560865392866577,"stable","0"
2023-08-26,"56","Wyoming","2022-2023",1,0,0,-0.172770355371344,"stable","0"
2023-09-02,"02","Alaska","2022-2023",1,0.272973072571256,2,0,"stable","0"
2023-09-02,"01","Alabama","2022-2023",1,0.238101048894646,12,0.0396835081491076,"stable","0"
2023-09-02,"05","Arkansas","2022-2023",1,0.264384936536048,8,0,"stable","0"
2023-09-02,"04","Arizona","2022-2023",1,0.192405057724266,14,0.0549728736355046,"stable","0"
2023-09-02,"06","California","2022-2023",1,0.101942421085607,40,0.0331312868528224,"stable","0"
2023-09-02,"08","Colorado","2022-2023",1,0.0344111537560893,2,0.0172055768780446,"stable","0"
2023-09-02,"09","Connecticut","2022-2023",1,0.0832039742655655,3,-0.0277346580885218,"stable","0"
2023-09-02,"11","District of Columbia","2022-2023",1,0,0,-0.149242593836281,"stable","0"
2023-09-02,"10","Delaware","2022-2023",1,0,0,0,"stable","0"
2023-09-02,"12","Florida","2022-2023",1,0.757536524279183,165,0.00918226090035379,"stable","0"
2023-09-02,"13","Georgia","2022-2023",1,0.259269678059285,28,0.0555577881555611,"stable","0"
2023-09-02,"15","Hawaii","2022-2023",1,0.485587418568724,7,0.20810889367231,"stable","0"
2023-09-02,"19","Iowa","2022-2023",1,0.0939532031622143,3,0,"stable","0"
2023-09-02,"16","Idaho","2022-2023",1,0,0,-0.157818070484707,"stable","0"
2023-09-02,"17","Illinois","2022-2023",1,0.078917448324263,10,0,"stable","0"
2023-09-02,"18","Indiana","2022-2023",1,0.0734647519793241,5,-0.0146929503958648,"stable","0"
2023-09-02,"20","Kansas","2022-2023",1,0.102229210156676,3,0.0681528067711177,"stable","0"
2023-09-02,"21","Kentucky","2022-2023",1,0.354814859823737,16,0.0887037149559342,"stable","0"
2023-09-02,"22","Louisiana","2022-2023",1,0.324391166439268,15,0.0648782332878537,"stable","0"
2023-09-02,"25","Massachusetts","2022-2023",1,0.18612048036837,13,0.114535680226689,"stable","0"
2023-09-02,"24","Maryland","2022-2023",1,0.0811013038007802,5,0,"stable","0"
2023-09-02,"23","Maine","2022-2023",1,0,0,-0.145746356158913,"stable","0"
2023-09-02,"26","Michigan","2022-2023",1,0.109443904576457,11,-0.0497472293529348,"stable","0"
2023-09-02,"27","Minnesota","2022-2023",1,0,0,0,"stable","0"
2023-09-02,"29","Missouri","2022-2023",1,0.113485534728438,7,-0.0324244384938394,"stable","0"
2023-09-02,"28","Mississippi","2022-2023",1,1.35594829091193,40,0.0677974145455962,"stable","0"
2023-09-02,"30","Montana","2022-2023",1,0,0,0,"stable","0"
2023-09-02,"37","North Carolina","2022-2023",1,0.161119694683865,17,0.0284328872971527,"stable","0"
2023-09-02,"38","North Dakota","2022-2023",1,0,0,0,"stable","0"
2023-09-02,"31","Nebraska","2022-2023",1,0.0509244830655724,1,0,"stable","0"
2023-09-02,"33","New Hampshire","2022-2023",1,0.287978620467217,4,0.287978620467217,"stable","0"
2023-09-02,"34","New Jersey","2022-2023",1,0.107908273651066,10,-0.0215816547302131,"stable","0"
2023-09-02,"35","New Mexico","2022-2023",1,0.189046905845661,4,0.0945234529228306,"stable","0"
2023-09-02,"32","Nevada","2022-2023",1,0.0954201204774441,3,0,"stable","0"
2023-09-02,"36","New York","2022-2023",1,0.2066958047255,41,0.131075388362512,"stable","0"
2023-09-02,"39","Ohio","2022-2023",1,0.118845329340357,14,0.0424447604786988,"stable","0"
2023-09-02,"40","Oklahoma","2022-2023",1,0.351173005632062,14,-0.175586502816031,"stable","0"
2023-09-02,"41","Oregon","2022-2023",1,0.0471014364760589,2,0.0235507182380295,"stable","0"
2023-09-02,"42","Pennsylvania","2022-2023",1,0.316259047322844,41,-0.0231409059016715,"stable","0"
2023-09-02,"72","Puerto Rico","2022-2023",1,1.77718728857599,58,0.857952484140135,"stable","0"
2023-09-02,"44","Rhode Island","2022-2023",1,0,0,0,"stable","0"
2023-09-02,"45","South Carolina","2022-2023",1,0.211917263647231,11,-0.0770608231444476,"stable","0"
2023-09-02,"46","South Dakota","2022-2023",1,0.111684923428817,1,-0.111684923428817,"stable","0"
2023-09-02,"47","Tennessee","2022-2023",1,0.387084676063171,27,0.0716823474191058,"stable","0"
2023-09-02,"48","Texas","2022-2023",1,0.40978136606274,121,-0.0169331143001132,"stable","0"
2023-09-02,"US","US","2022-2023",1,0.255804760647116,849,0.0256106061896406,"stable","0"
2023-09-02,"49","Utah","2022-2023",1,0.0299582830907961,1,0.0299582830907961,"stable","0"
2023-09-02,"51","Virginia","2022-2023",1,0.312417773377701,27,-0.138852343723423,"stable","0"
2023-09-02,"50","Vermont","2022-2023",1,0,0,0,"stable","0"
2023-09-02,"53","Washington","2022-2023",1,0.491039054145067,38,0.180909125211341,"stable","0"
2023-09-02,"55","Wisconsin","2022-2023",1,0.0678436637749436,4,0.0339218318874718,"stable","0"
2023-09-02,"54","West Virginia","2022-2023",1,0.0560865392866577,1,-0.392605775006604,"stable","0"
2023-09-02,"56","Wyoming","2022-2023",1,0,0,0,"stable","0"
2023-09-09,"02","Alaska","2022-2023",1,0.272973072571256,2,0.272973072571256,"stable","0"
2023-09-09,"01","Alabama","2022-2023",1,0.138892278521877,7,-0.099208770372769,"stable","0"
2023-09-09,"05","Arkansas","2022-2023",1,0.198288702402036,6,-0.0660962341340121,"stable","0"
2023-09-09,"04","Arizona","2022-2023",1,0.137432184088761,10,-0.0412296552266284,"stable","0"
2023-09-09,"06","California","2022-2023",1,0.112136663194168,44,0.0356798473799625,"stable","0"
2023-09-09,"08","Colorado","2022-2023",1,0.120439038146312,7,0.0516167306341339,"stable","0"
2023-09-09,"09","Connecticut","2022-2023",1,0.0277346580885218,1,-0.277346580885218,"stable","0"
2023-09-09,"11","District of Columbia","2022-2023",1,0.149242593836281,1,-0.149242593836281,"stable","0"
2023-09-09,"10","Delaware","2022-2023",1,0,0,0,"stable","0"
2023-09-09,"12","Florida","2022-2023",1,0.693260697976707,151,-0.00459113045017689,"stable","0"
2023-09-09,"13","Georgia","2022-2023",1,0.277788940777805,30,0.0277788940777805,"stable","0"
2023-09-09,"15","Hawaii","2022-2023",1,0.346848156120517,5,-0.0693696312241034,"stable","0"
2023-09-09,"19","Iowa","2022-2023",1,0.0313177343874048,1,-0.0313177343874048,"stable","0"
2023-09-09,"16","Idaho","2022-2023",1,0.105212046989804,2,0.105212046989804,"stable","0"
2023-09-09,"17","Illinois","2022-2023",1,0.110484427653968,14,0.0236752344972789,"stable","0"
2023-09-09,"18","Indiana","2022-2023",1,0.0881577023751889,6,-0.0440788511875945,"stable","0"
2023-09-09,"20","Kansas","2022-2023",1,0.272611227084471,8,0.170382016927794,"stable","0"
2023-09-09,"21","Kentucky","2022-2023",1,0.288287073606786,13,0.133055572433901,"stable","0"
2023-09-09,"22","Louisiana","2022-2023",1,0.237886855388797,11,0,"stable","0"
2023-09-09,"25","Massachusetts","2022-2023",1,0.143169600283361,10,-0.0286339200566723,"stable","0"
2023-09-09,"24","Maryland","2022-2023",1,0.0648810430406241,4,0,"stable","0"
2023-09-09,"23","Maine","2022-2023",1,0,0,0,"stable","0"
2023-09-09,"26","Michigan","2022-2023",1,0.0298483376117609,3,-0.0795955669646957,"stable","0"
2023-09-09,"27","Minnesota","2022-2023",1,0,0,-0.052563430920263,"stable","0"
2023-09-09,"29","Missouri","2022-2023",1,0.210758850209956,13,0.0972733154815183,"stable","0"
2023-09-09,"28","Mississippi","2022-2023",1,0.576278023637569,17,-0.881366389092752,"stable","0"
2023-09-09,"30","Montana","2022-2023",1,0.0905574809082191,1,0.0905574809082191,"stable","0"
2023-09-09,"37","North Carolina","2022-2023",1,0.0758210327924071,8,-0.00947762909905088,"stable","0"
2023-09-09,"38","North Dakota","2022-2023",1,0,0,-0.129040916293738,"stable","0"
2023-09-09,"31","Nebraska","2022-2023",1,0.0509244830655724,1,-0.152773449196717,"stable","0"
2023-09-09,"33","New Hampshire","2022-2023",1,0.0719946551168041,1,0.0719946551168041,"stable","0"
2023-09-09,"34","New Jersey","2022-2023",1,0.151071583111492,14,-0.0107908273651066,"stable","0"
2023-09-09,"35","New Mexico","2022-2023",1,0.141785179384246,3,0.0945234529228306,"stable","0"
2023-09-09,"32","Nevada","2022-2023",1,0.127226827303259,4,0,"stable","0"
2023-09-09,"36","New York","2022-2023",1,0.0957858607264511,19,0,"stable","0"
2023-09-09,"39","Ohio","2022-2023",1,0.118845329340357,14,-0.0254668562872193,"stable","0"
2023-09-09,"40","Oklahoma","2022-2023",1,0.501675722331518,20,0.125418930582879,"stable","0"
2023-09-09,"41","Oregon","2022-2023",1,0.0706521547140884,3,-0.0235507182380295,"stable","0"
2023-09-09,"42","Pennsylvania","2022-2023",1,0.331686317923958,43,0,"stable","0"
2023-09-09,"72","Puerto Rico","2022-2023",1,1.5320580073931,50,-0.122564640591448,"stable","0"
2023-09-09,"44","Rhode Island","2022-2023",1,0,0,0,"stable","0"
2023-09-09,"45","South Carolina","2022-2023",1,0.443099733080574,23,0.0963260289305595,"stable","0"
2023-09-09,"46","South Dakota","2022-2023",1,0.335054770286449,3,0.335054770286449,"stable","0"
2023-09-09,"47","Tennessee","2022-2023",1,0.645141126771952,45,0.258056450708781,"stable","0"
2023-09-09,"48","Texas","2022-2023",1,0.379301760322537,112,0.00677324572004528,"stable","0"
2023-09-09,"US","US","2022-2023",1,0.243752710675521,809,0.00692992873366746,"stable","0"
2023-09-09,"49","Utah","2022-2023",1,0.0898748492723882,3,0.0898748492723882,"stable","0"
2023-09-09,"51","Virginia","2022-2023",1,0.416557031170268,36,0.0809972005053299,"stable","0"
2023-09-09,"50","Vermont","2022-2023",1,0.154901869665567,1,0.154901869665567,"stable","0"
2023-09-09,"53","Washington","2022-2023",1,0.46519489340059,36,0.142142884094625,"stable","0"
2023-09-09,"55","Wisconsin","2022-2023",1,0.0169609159437359,1,0,"stable","0"
2023-09-09,"54","West Virginia","2022-2023",1,0.112173078573315,2,0,"stable","0"
2023-09-09,"56","Wyoming","2022-2023",1,0,0,0,"stable","0"
2023-09-16,"02","Alaska","2022-2023",1,0.682432681428141,5,0.409459608856884,"stable","0"
2023-09-16,"01","Alabama","2022-2023",1,0.376993327416522,19,0.138892278521877,"stable","0"
2023-09-16,"05","Arkansas","2022-2023",1,0.264384936536048,8,0,"stable","0"
2023-09-16,"04","Arizona","2022-2023",1,0.096202528862133,7,-0.096202528862133,"stable","0"
2023-09-16,"06","California","2022-2023",1,0.109588102667028,43,0.00764568158142055,"stable","0"
2023-09-16,"08","Colorado","2022-2023",1,0.0344111537560893,2,0,"stable","0"
2023-09-16,"09","Connecticut","2022-2023",1,0.249611922796696,9,0.166407948531131,"stable","0"
2023-09-16,"11","District of Columbia","2022-2023",1,0,0,0,"stable","0"
2023-09-16,"10","Delaware","2022-2023",1,0,0,0,"stable","0"
2023-09-16,"12","Florida","2022-2023",1,0.711625219777415,155,-0.0459113045017687,"stable","0"
2023-09-16,"13","Georgia","2022-2023",1,0.250010046700025,27,-0.00925963135926017,"stable","0"
2023-09-16,"15","Hawaii","2022-2023",1,0.693696312241034,10,0.20810889367231,"stable","0"
2023-09-16,"19","Iowa","2022-2023",1,0,0,-0.0939532031622143,"stable","0"
2023-09-16,"16","Idaho","2022-2023",1,0,0,0,"stable","0"
2023-09-16,"17","Illinois","2022-2023",1,0.157834896648526,20,0.078917448324263,"stable","0"
2023-09-16,"18","Indiana","2022-2023",1,0.132236553562783,9,0.0587718015834593,"stable","0"
2023-09-16,"20","Kansas","2022-2023",1,0.102229210156676,3,0,"stable","0"
2023-09-16,"21","Kentucky","2022-2023",1,0.133055572433901,6,-0.221759287389836,"stable","0"
2023-09-16,"22","Louisiana","2022-2023",1,0.324391166439268,15,0,"stable","0"
2023-09-16,"25","Massachusetts","2022-2023",1,0.0859017601700168,6,-0.100218720198353,"stable","0"
2023-09-16,"24","Maryland","2022-2023",1,0.0324405215203121,2,-0.0486607822804681,"stable","0"
2023-09-16,"23","Maine","2022-2023",1,0,0,0,"stable","0"
2023-09-16,"26","Michigan","2022-2023",1,0.0895450128352826,9,-0.0198988917411739,"stable","0"
2023-09-16,"27","Minnesota","2022-2023",1,0.0350422872801754,2,0.0350422872801754,"stable","0"
2023-09-16,"29","Missouri","2022-2023",1,0.145909973222277,9,0.0324244384938394,"stable","0"
2023-09-16,"28","Mississippi","2022-2023",1,0.745771560001559,22,-0.610176730910367,"stable","0"
2023-09-16,"30","Montana","2022-2023",1,0.0905574809082191,1,0.0905574809082191,"stable","0"
2023-09-16,"37","North Carolina","2022-2023",1,0.123209178287662,13,-0.0379105163962035,"stable","0"
2023-09-16,"38","North Dakota","2022-2023",1,0,0,0,"stable","0"
2023-09-16,"31","Nebraska","2022-2023",1,0,0,-0.0509244830655724,"stable","0"
2023-09-16,"33","New Hampshire","2022-2023",1,0,0,-0.287978620467217,"stable","0"
2023-09-16,"34","New Jersey","2022-2023",1,0.107908273651066,10,0,"stable","0"
2023-09-16,"35","New Mexico","2022-2023",1,0.472617264614153,10,0.283570358768492,"stable","0"
2023-09-16,"32","Nevada","2022-2023",1,0.0318067068258147,1,-0.0636134136516294,"stable","0"
2023-09-16,"36","New York","2022-2023",1,0.0604963330903901,12,-0.146199471635109,"stable","0"
2023-09-16,"39","Ohio","2022-2023",1,0.0594226646701783,7,-0.0594226646701783,"stable","0"
2023-09-16,"40","Oklahoma","2022-2023",1,0.351173005632062,14,0,"stable","0"
2023-09-16,"41","Oregon","2022-2023",1,0.164855027666206,7,0.117753591190147,"stable","0"
2023-09-16,"42","Pennsylvania","2022-2023",1,0.362540859126187,47,0.046281811803343,"stable","0"
2023-09-16,"72","Puerto Rico","2022-2023",1,1.96103424946317,64,0.183846960887172,"stable","0"
2023-09-16,"44","Rhode Island","2022-2023",1,0.182546709139201,2,0.182546709139201,"stable","0"
2023-09-16,"45","South Carolina","2022-2023",1,0.520160556225021,27,0.30824329257779,"stable","0"
2023-09-16,"46","South Dakota","2022-2023",1,0,0,-0.111684923428817,"stable","0"
2023-09-16,"47","Tennessee","2022-2023",1,0.444430553998456,31,0.0573458779352846,"stable","0"
2023-09-16,"48","Texas","2022-2023",1,0.426714480362854,126,0.0169331143001132,"stable","0"
